430.546,754.973,-101.598,-0.411879,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
430.546,754.973,-101.598,-0.438169,-0.519939,-0.113276
422.91,750.226,-117.804,-0.431678,-0.510336,-0.117636
422.91,750.226,-117.804,-0.431678,-0.510336,-0.117636
422.91,750.226,-117.804,-0.431678,-0.510336,-0.117636
422.91,750.226,-117.804,-0.431678,-0.510336,-0.117636
422.91,750.226,-117.804,-0.431678,-0.510336,-0.117636
422.91,750.226,-117.804,-0.431678,-0.510336,-0.117636
422.91,750.226,-117.804,-0.431678,-0.510336,-0.117636
424.607,752.786,-110.407,-0.435186,-0.513753,-0.116021
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
424.607,752.786,-110.407,-0.435186,-0.513753,-0.116021
424.607,752.786,-110.407,-0.435186,-0.513753,-0.116021
424.607,752.786,-110.407,-0.435186,-0.513753,-0.116021
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
430.706,752.593,-107.699,-0.434844,-0.517926,-0.114325
