-371.32,-199.757,2171.35,0.0655173,2.87185,1.48844,21030
-388.365,-198.665,2174.34,0.101019,2.81101,1.48347,21110
-399.565,-197.746,2163.02,0.0778451,2.80207,1.50597,21150
-411.382,-197.332,2150.5,0.0791829,2.78874,1.49508,21190
-422.967,-196.209,2137.92,0.094656,2.7798,1.48519,21230
-411.217,-201.205,2173.98,0.144869,2.7901,1.48318,21270
-424.973,-201.13,2178.36,0.133079,2.7778,1.47618,21350
-434.184,-200.483,2170.3,0.102172,2.77469,1.49919,21390
-460.037,-199.3,2155.46,0.0850734,2.72221,1.51536,21510
-458.65,-201.324,2172.12,0.0174578,-1.86276,1.66073,21550
-468.186,-200.246,2161.77,0.0161705,-1.86444,1.64961,21590
-465.186,-201.807,2176.83,0.016471,-1.88221,1.65052,21630
-502.07,-198.925,2176.87,0.052026,-1.91952,1.64498,21870
-505.495,-198.473,2176.2,-0.013487,-1.93107,1.64884,21910
-509.401,-197.621,2169.79,0.0785147,2.76107,1.53827,21950
-520.571,-197.316,2164.77,0.11003,2.75582,1.53154,22030
-527.667,-197.808,2165.64,0.140684,2.74306,1.49988,22070
-530.856,-197.917,2168.01,0.101821,2.73927,1.49917,22110
-537.889,-197.103,2162.24,0.11732,2.73783,1.49947,22150
-538.301,-197.793,2169.09,0.143627,2.73898,1.51204,22190
-537.43,-198.871,2178.69,0.10999,2.74345,1.52023,22230
-545.583,-197.939,2178.49,0.125859,2.73195,1.51679,22270
-549.751,-197.389,2177.9,0.142888,2.72447,1.51592,22310
-558.951,-196.406,2174.68,0.091449,2.7195,1.50768,22390
-567.097,-195.022,2171.41,0.138356,2.70684,1.50193,22430
-573.504,-195.406,2173.82,0.129712,2.70144,1.50759,22510
-577.352,-197.254,2189.37,-0.00438234,-1.95981,1.63443,22590
-584.246,-197.376,2191.41,0.0749865,2.72348,1.53068,22630
-591.193,-196.641,2186.74,0.0729025,2.72157,1.52371,22670
-592.819,-197.251,2195.74,0.0747166,2.72162,1.51746,22710
-598.687,-196.158,2194.12,0.0614242,2.7191,1.53016,22750
-606.904,-195.373,2197.56,0.0875825,2.72206,1.53121,22790
-612.885,-194.356,2194.13,0.109794,2.71846,1.53251,22830
-616.717,-193.932,2195.17,0.114618,2.70998,1.5317,22870
-619.141,-193.895,2199.84,0.0939058,2.71891,1.54457,22910
-623.461,-193.453,2200.01,0.0704847,2.7217,1.54476,22950
-626.557,-193.106,2202.2,0.100744,2.73139,1.54291,22990
-630.804,-192.759,2210.91,0.0989109,2.71834,1.53813,23030
-633.806,-192.481,2213.21,0.0940674,2.73027,1.53286,23070
-637.234,-191.883,2213.01,0.123974,2.72636,1.53207,23110
-639.156,-191.44,2218.56,0.120199,2.72496,1.52473,23150
-647.987,-190.057,2214.55,0.125273,2.72821,1.52092,23190
-650.901,-189.724,2216.16,0.121461,2.72592,1.5208,23230
-654.113,-189.423,2217.84,0.0929555,2.72284,1.51978,23270
-656.837,-189.006,2220.89,0.134275,2.73814,1.52308,23310
-660.674,-188.906,2221.53,0.133449,2.73175,1.52944,23350
-666.575,-188.09,2228.02,0.125793,2.74578,1.54015,23390
-670.243,-187.597,2228.76,0.115835,2.7454,1.54284,23430
-674.021,-186.703,2231.28,0.104689,2.75062,1.54805,23470
-680.631,-185.225,2223.13,0.0946573,2.73901,1.54852,23510
-687.733,-183.348,2221.97,0.119369,2.73946,1.53262,23550
-688.836,-183.558,2226.17,0.143839,2.74402,1.54129,23590
-689.49,-184.024,2232.48,0.114342,2.74422,1.53751,23630
-693.479,-183.095,2227.03,0.144419,2.75064,1.54183,23670
-695.462,-182.762,2229.34,0.107518,2.74827,1.53715,23710
-697.523,-182.985,2228.16,0.134186,2.75308,1.53515,23750
-699.036,-185.665,2234.34,0.116488,2.76967,1.52017,23790
-698.916,-186.768,2239.04,0.107609,2.80729,1.52707,23830
-697.869,-187.515,2243.43,0.112198,2.81853,1.52248,23870
-700.447,-186.811,2237.6,0.0816905,2.85321,1.52436,24030
-700.393,-186.402,2239.03,0.064688,2.86554,1.52511,24070
-700.393,-186.402,2239.03,0.064688,2.86554,1.52511,24110
-704.209,-184.574,2224.82,0.137871,2.87175,1.51454,24150
-704.26,-184.528,2224.31,0.141192,2.87447,1.51463,24190
-704.381,-184.462,2223.59,0.145594,2.87695,1.51468,24230
-704.328,-184.728,2223.74,0.141381,2.87762,1.51755,24270
-704.328,-184.728,2223.74,0.141381,2.87762,1.51755,24310
-704.278,-184.775,2224.25,0.138057,2.87487,1.51746,24350
-704.278,-184.775,2224.25,0.138057,2.87487,1.51746,24390
-703.609,-185.127,2227.85,0.108936,2.86491,1.51747,24430
-703.128,-185.386,2230.53,0.0719012,2.85789,1.51956,24470
-704.514,-184.751,2228.11,0.0760333,2.8713,1.51275,24510
-704.782,-184.685,2227.6,0.0839565,2.87306,1.51296,24550
-704.679,-184.984,2227.91,0.0788703,2.87392,1.51643,24590
-705.724,-185.027,2225.97,0.0985546,2.88265,1.51947,24630
-707.008,-185.141,2224.91,0.0986811,2.90813,1.52422,24670
-707.008,-185.141,2224.91,0.0986811,2.90813,1.52422,24710
-708.109,-185.046,2224.67,0.119154,2.90591,1.52274,24750
-708.247,-184.718,2224.11,0.123163,2.90342,1.52201,24790
-708.38,-184.544,2222.48,0.0849815,2.92268,1.52093,24830
-708.167,-184.606,2222.93,0.090955,2.92049,1.51872,24870
-709.822,-183.831,2215.78,0.115672,2.89443,1.51381,24910
-716.259,-180.902,2195.73,0.112293,2.87777,1.51386,24950
-715.62,-180.213,2197.27,0.0938404,2.88345,1.52905,24990
-712.786,-179.449,2201.95,0.151123,2.90067,1.53325,25030
-711.344,-178.804,2206.68,0.16143,2.91635,1.52937,25070
-711.672,-178.93,2208.1,0.150598,2.92876,1.5299,25110
-709.489,-180.415,2221.21,0.0547419,2.9439,1.53603,25150
-711.236,-179.868,2218.43,0.0964468,2.96516,1.53359,25190
-714.974,-179.579,2216.63,0.108986,2.94867,1.53199,25230
-720.501,-179.137,2208.92,0.138065,2.93752,1.53635,25270
-730.836,-179.822,2204.15,0.0961641,2.93027,1.52214,25310
-738.153,-182.614,2214.03,0.0585869,2.93578,1.54096,25390
-744.142,-183.685,2209.99,0.114621,2.94148,1.52958,25430
-758.977,-190.116,2211.61,0.146481,2.9533,1.53892,25510
-761.86,-192.539,2220.1,0.106937,2.97303,1.55792,25550
-773.278,-194.498,2214.63,0.129613,2.95179,1.55771,25630
-783.841,-196.559,2212.41,0.117956,2.94597,1.57277,25670
-788.063,-197.723,2216.02,0.119459,2.95264,1.56907,25710
-791.087,-198.907,2223.89,0.126984,2.95797,1.56694,25750
-797.102,-198.942,2220.68,0.113272,2.95185,1.57801,25790
-803.985,-198.454,2213.81,0.1069,2.94603,1.57952,25830
-811.773,-199.577,2221.07,0.116411,2.97357,1.59245,25870
-816.313,-199.785,2220.82,0.149948,2.97191,1.58102,25910
-821.727,-199.802,2217.17,0.165714,2.97452,1.56958,25950
-824.288,-200.507,2223.47,0.130413,2.99052,1.57067,25990
-832.662,-200.269,2221.31,0.145432,2.97061,1.57268,26030
-837.415,-199.523,2218.75,0.155246,2.97536,1.57188,26070
-840.767,-199.364,2220.03,0.13507,2.98214,1.5663,26110
-844.831,-199.395,2219.4,0.126873,2.95335,1.56501,26150
-850.965,-199.494,2223.82,0.122418,2.97766,1.56192,26190
-855.716,-198.991,2218.8,0.11336,2.9609,1.55737,26230
-859.244,-198.217,2217.95,0.152554,2.97069,1.55971,26270
-861.911,-198.412,2220.42,0.135304,2.97881,1.55077,26310
-866.023,-197.89,2218.97,0.135628,2.9676,1.54669,26350
-872.517,-196.55,2206.46,0.197,2.95468,1.53701,26390
-876.875,-197.188,2221.9,0.164426,2.98403,1.53984,26430
-886.974,-196.567,2219.96,0.156558,2.95611,1.53239,26510
-892.603,-196.264,2218.36,0.139467,2.95712,1.53382,26550
-902.967,-195.884,2220.7,0.156728,2.96867,1.53807,26590
-906.898,-196.637,2228.06,0.136264,2.97501,1.54491,26630
-913.801,-196.187,2223.03,0.1521,2.98621,1.5411,26670
-918.903,-196.231,2223.6,0.164821,2.97671,1.53838,26710
-931.974,-195.213,2214.36,0.224228,2.96789,1.51362,26750
